nFeature_RNA	nCount_RNA	stage	version
1284	5588	larval	version_1
2726	16927	larval	version_1
2207	10485	larval	version_1
2283	14580	larval	version_1
3296	21719	larval	version_1
1813	9323	larval	version_1
3128	16622	larval	version_1
1706	8469	larval	version_1
1284	5441	larval	version_1
3297	21923	larval	version_1
1441	7258	larval	version_1
3069	16709	larval	version_1
2531	14180	larval	version_1
2793	17367	larval	version_1
2485	13879	larval	version_1
2181	11156	larval	version_1
2535	15027	larval	version_1
2324	12022	larval	version_1
3464	18240	larval	version_1
3155	17677	larval	version_1
4448	30710	larval	version_1
1987	9236	larval	version_1
1832	8415	larval	version_1
2001	9631	larval	version_1
1843	8743	larval	version_1
837	2655	larval	version_1
2799	16112	larval	version_1
1910	8520	larval	version_1
1540	5836	larval	version_1
2540	12866	larval	version_1
1469	5949	larval	version_1
2634	14385	larval	version_1
1132	2660	larval	version_1
923	4400	larval	version_1
2532	13675	larval	version_1
2334	11990	larval	version_1
1510	5330	larval	version_1
2295	11996	larval	version_1
3009	17681	larval	version_1
884	3705	larval	version_1
2093	11736	larval	version_1
2341	11312	larval	version_1
3191	18849	larval	version_1
2825	15188	larval	version_1
2076	10501	larval	version_1
3050	18029	larval	version_1
2753	17035	larval	version_1
2254	12221	larval	version_1
2132	10255	larval	version_1
1440	7795	larval	version_1
1328	3927	larval	version_1
834	3105	larval	version_1
3283	22191	larval	version_1
2724	15254	larval	version_1
1267	3472	larval	version_1
2815	17003	larval	version_1
1977	9482	larval	version_1
2527	13704	larval	version_1
2815	15207	larval	version_1
2218	11340	larval	version_1
1601	10547	larval	version_1
1525	5326	larval	version_1
1635	8748	larval	version_1
1092	5119	larval	version_1
2468	13281	larval	version_1
2289	10536	larval	version_1
2524	13897	larval	version_1
1574	4298	larval	version_1
1738	9390	larval	version_1
2436	12139	larval	version_1
1174	4174	larval	version_1
1507	4837	larval	version_1
2164	12873	larval	version_1
1731	6987	larval	version_1
1157	4527	larval	version_1
2388	14455	larval	version_1
2538	15921	larval	version_1
1846	6540	larval	version_1
3442	21450	larval	version_1
1621	7269	larval	version_1
2347	12137	larval	version_1
2340	11436	larval	version_1
1591	8407	larval	version_1
1016	3036	larval	version_1
3044	20506	larval	version_1
775	2694	larval	version_1
1834	10256	larval	version_1
2408	14687	larval	version_1
2985	18758	larval	version_1
2763	15290	larval	version_1
1715	8565	larval	version_1
1823	9585	larval	version_1
1985	9046	larval	version_1
3609	25612	larval	version_1
1482	5007	larval	version_1
2006	7999	larval	version_1
1466	5394	larval	version_1
2887	17364	larval	version_1
961	3407	larval	version_1
1655	5099	larval	version_1
1064	3062	larval	version_1
1467	4999	larval	version_1
3075	18570	larval	version_1
2116	12400	larval	version_1
1680	8816	larval	version_1
2096	10697	larval	version_1
2715	15339	larval	version_1
1740	7139	larval	version_1
2878	15546	larval	version_1
1981	12939	larval	version_1
1526	6809	larval	version_1
2490	15115	larval	version_1
2092	13633	larval	version_1
1785	10145	larval	version_1
2453	12529	larval	version_1
2515	14366	larval	version_1
1770	9167	larval	version_1
1355	4517	larval	version_1
2768	15658	larval	version_1
2489	13936	larval	version_1
2108	11798	larval	version_1
2289	14439	larval	version_1
2444	12932	larval	version_1
3071	20301	larval	version_1
2008	8318	larval	version_1
2192	11327	larval	version_1
2882	21778	larval	version_1
1149	4601	larval	version_1
3636	22084	larval	version_1
927	2883	larval	version_1
1548	5805	larval	version_1
1282	4574	larval	version_1
1298	4245	larval	version_1
1367	5133	larval	version_1
1433	4797	larval	version_1
1606	7204	larval	version_1
2996	17746	larval	version_1
1513	6471	larval	version_1
2936	18496	larval	version_1
2328	12959	larval	version_1
1922	9295	larval	version_1
1002	5121	larval	version_1
2023	7543	larval	version_1
1798	7871	larval	version_1
3410	20647	larval	version_1
2668	16257	larval	version_1
3902	27644	larval	version_1
1990	12882	larval	version_1
2959	16804	larval	version_1
2170	10685	larval	version_1
2424	14423	larval	version_1
2824	17902	larval	version_1
2285	11396	larval	version_1
2706	10019	larval	version_1
2212	11617	larval	version_1
1554	5320	larval	version_1
3025	18658	larval	version_1
2574	16641	larval	version_1
2118	9406	larval	version_1
1528	3727	larval	version_1
1518	5254	larval	version_1
1841	6066	larval	version_1
2039	7003	larval	version_1
2999	17805	larval	version_1
2916	17692	larval	version_1
1730	6605	larval	version_1
1456	7598	larval	version_1
1391	5628	larval	version_1
1886	10859	larval	version_1
3490	23502	larval	version_1
1827	9272	larval	version_1
1617	6887	larval	version_1
1285	5324	larval	version_1
1943	10390	larval	version_1
1453	4525	larval	version_1
2912	17381	larval	version_1
1632	6298	larval	version_1
1077	4036	larval	version_1
2689	15722	larval	version_1
1685	4822	larval	version_1
2222	10598	larval	version_1
2626	13690	larval	version_1
1705	7069	larval	version_1
3523	23365	larval	version_1
1687	9675	larval	version_1
2612	15087	larval	version_1
2963	15812	larval	version_1
2816	16421	larval	version_1
2812	17794	larval	version_1
1365	4730	larval	version_1
2335	11566	larval	version_1
2570	13227	larval	version_1
3688	24945	larval	version_1
2939	18610	larval	version_1
2325	12079	larval	version_1
1221	4587	larval	version_1
2166	11658	larval	version_1
2250	10750	larval	version_1
3105	21089	larval	version_1
2557	14966	larval	version_1
1703	8323	larval	version_1
2293	11877	larval	version_1
2841	17155	larval	version_1
2990	16274	larval	version_1
1870	9967	larval	version_1
1721	6484	larval	version_1
2726	16369	larval	version_1
3144	18273	larval	version_1
1521	5205	larval	version_1
1496	4651	larval	version_1
2735	12502	larval	version_1
1386	5737	larval	version_1
1683	5414	larval	version_1
1151	4649	larval	version_1
3081	20235	larval	version_1
563	4287	larval	version_1
2635	16571	larval	version_1
3767	24710	larval	version_1
1497	4813	larval	version_1
1958	11014	larval	version_1
1164	4539	larval	version_1
2876	16509	larval	version_1
2120	10294	larval	version_1
2741	13476	larval	version_1
1502	8175	larval	version_1
1713	8288	larval	version_1
1935	8773	larval	version_1
1741	5452	larval	version_1
1419	6993	larval	version_1
1499	3963	larval	version_1
2830	17209	larval	version_1
1430	4618	larval	version_1
1530	6235	larval	version_1
1507	8684	larval	version_1
2490	10778	larval	version_1
2061	12249	larval	version_1
1296	4456	larval	version_1
1815	9759	larval	version_1
1709	7208	larval	version_1
2673	15564	larval	version_1
2362	12535	larval	version_1
1965	12329	larval	version_1
3339	21835	larval	version_1
1476	7702	larval	version_1
1531	4944	larval	version_1
2672	14561	larval	version_1
1814	7040	larval	version_1
1181	6514	larval	version_1
2522	14474	larval	version_1
2686	15909	larval	version_1
2549	14806	larval	version_1
2892	12714	larval	version_1
2402	10295	larval	version_1
1192	6337	larval	version_1
1496	7906	larval	version_1
2770	15207	larval	version_1
1138	3399	larval	version_1
3035	17432	larval	version_1
3239	22546	larval	version_1
1619	6071	larval	version_1
1967	8873	larval	version_1
2604	15211	larval	version_1
2674	13572	larval	version_1
1883	10051	larval	version_1
2808	16838	larval	version_1
1777	6041	larval	version_1
1081	4120	larval	version_1
1893	8673	larval	version_1
3176	18185	larval	version_1
2946	19752	larval	version_1
3133	18694	larval	version_1
2054	10784	larval	version_1
1748	7302	larval	version_1
3009	16280	larval	version_1
1984	11657	larval	version_1
923	2533	larval	version_1
2250	8380	larval	version_1
2301	11797	larval	version_1
2160	12557	larval	version_1
3153	22551	larval	version_1
1264	3155	larval	version_1
1830	8366	larval	version_1
1748	8959	larval	version_1
1440	4548	larval	version_1
2431	11450	larval	version_1
2607	17440	larval	version_1
1759	6221	larval	version_1
2547	15101	larval	version_1
1405	4352	larval	version_1
1638	8098	larval	version_1
2949	17000	larval	version_1
3030	19097	larval	version_1
3004	18030	larval	version_1
2498	11861	larval	version_1
2371	14605	larval	version_1
1808	5897	larval	version_1
1890	8636	larval	version_1
1796	10277	larval	version_1
1131	4254	larval	version_1
2887	16764	larval	version_1
2285	14639	larval	version_1
2441	9525	larval	version_1
2908	15927	larval	version_1
2915	16820	larval	version_1
2165	13161	larval	version_1
1416	6394	larval	version_1
1373	5433	larval	version_1
1665	5114	larval	version_1
2013	10461	larval	version_1
2766	17249	larval	version_1
2298	12105	larval	version_1
2538	13112	larval	version_1
2896	19303	larval	version_1
1403	4969	larval	version_1
2217	9927	larval	version_1
2993	16680	larval	version_1
1575	8764	larval	version_1
1840	6143	larval	version_1
1585	4150	larval	version_1
1945	10891	larval	version_1
1232	5813	larval	version_1
2266	11956	larval	version_1
2566	12805	larval	version_1
1272	4056	larval	version_1
1481	5331	larval	version_1
1981	10429	larval	version_1
1380	6249	larval	version_1
2886	17879	larval	version_1
3363	21792	larval	version_1
3943	28083	larval	version_1
2739	16018	larval	version_1
1948	8161	larval	version_1
2468	14147	larval	version_1
2797	16197	larval	version_1
1078	2868	larval	version_1
1705	5278	larval	version_1
669	3026	larval	version_1
2371	14082	larval	version_1
1783	9184	larval	version_1
1637	7185	larval	version_1
2024	12389	larval	version_1
1653	9799	larval	version_1
2823	18586	larval	version_1
2992	19205	larval	version_1
1409	6608	larval	version_1
2710	15068	larval	version_1
2304	11454	larval	version_1
2853	16528	larval	version_1
1870	7940	larval	version_1
3058	18302	larval	version_1
1830	10800	larval	version_1
1367	5095	larval	version_1
2370	12217	larval	version_1
3325	21983	larval	version_1
1318	4465	larval	version_1
2628	17296	larval	version_1
1740	8720	larval	version_1
2959	16627	larval	version_1
1432	4630	larval	version_1
1633	6258	larval	version_1
2804	16987	larval	version_1
2073	15011	larval	version_1
2251	11621	larval	version_1
2797	17652	larval	version_1
1220	4152	larval	version_1
1846	9047	larval	version_1
1256	3869	larval	version_1
1380	4376	larval	version_1
2813	16705	larval	version_1
2944	15492	larval	version_1
1151	4121	larval	version_1
1870	8883	larval	version_1
2490	13926	larval	version_1
2383	11823	larval	version_1
2820	17516	larval	version_1
2625	15726	larval	version_1
2218	11302	larval	version_1
2247	12495	larval	version_1
1423	4754	larval	version_1
1811	9154	larval	version_1
1184	4212	larval	version_1
2262	11829	larval	version_1
2305	13900	larval	version_1
2115	11678	larval	version_1
1652	9476	larval	version_1
1807	5981	larval	version_1
2692	15265	larval	version_1
2112	12295	larval	version_1
1934	10104	larval	version_1
1791	4787	larval	version_1
1211	4677	larval	version_1
2848	17007	larval	version_1
1490	7392	larval	version_1
3931	30541	larval	version_1
3146	21587	larval	version_1
1285	4320	larval	version_1
1392	4713	larval	version_1
1350	4870	larval	version_1
2132	10697	larval	version_1
2884	19450	larval	version_1
2228	10804	larval	version_1
2753	17556	larval	version_1
3297	20603	larval	version_1
2165	13798	larval	version_1
2637	17367	larval	version_1
1641	6283	larval	version_1
1761	7194	larval	version_1
615	2642	larval	version_1
1692	9303	larval	version_1
2476	14550	larval	version_1
2818	20631	larval	version_1
1375	6767	larval	version_1
1658	8643	larval	version_1
1470	4986	larval	version_1
2524	14079	larval	version_1
3032	16711	larval	version_1
2266	11224	larval	version_1
2153	10217	larval	version_1
3222	22270	larval	version_1
2691	13214	larval	version_1
2473	12695	larval	version_1
1555	7420	larval	version_1
1348	4585	larval	version_1
1119	3641	larval	version_1
1844	8303	larval	version_1
750	2634	larval	version_1
1541	5408	larval	version_1
2418	13733	larval	version_1
2494	13783	larval	version_1
2880	17327	larval	version_1
2871	14246	larval	version_1
2239	13057	larval	version_1
3240	21821	larval	version_1
1473	6535	larval	version_1
2540	14171	larval	version_1
1945	8465	larval	version_1
3025	18806	larval	version_1
3443	22477	larval	version_1
1775	9050	larval	version_1
1510	4910	larval	version_1
1440	4731	larval	version_1
2173	12092	larval	version_1
2559	15289	larval	version_1
1675	5442	larval	version_1
2423	12110	larval	version_1
2826	25547	larval	version_1
3025	18481	larval	version_1
3027	25457	larval	version_1
1783	8932	larval	version_1
1731	5456	larval	version_1
2313	13247	larval	version_1
2883	16526	larval	version_1
1073	2906	larval	version_1
1410	7163	larval	version_1
3562	24578	larval	version_1
1756	5090	larval	version_1
2085	13464	larval	version_1
2642	14379	larval	version_1
1447	5662	larval	version_1
1129	3380	larval	version_1
1786	8544	larval	version_1
1900	8903	larval	version_1
2894	19095	larval	version_1
2158	12419	larval	version_1
2753	14790	larval	version_1
2862	13238	larval	version_1
1925	9947	larval	version_1
1975	10168	larval	version_1
3496	20148	larval	version_1
2900	18983	larval	version_1
2527	17632	larval	version_1
1534	5588	larval	version_1
1565	4878	larval	version_1
2248	14787	larval	version_1
1366	5187	larval	version_1
1886	9130	larval	version_1
1897	11250	larval	version_1
1439	4231	larval	version_1
970	3144	larval	version_1
1254	3252	larval	version_1
776	9806	larval	version_1
2859	16491	larval	version_1
2163	12974	larval	version_1
1370	4825	larval	version_1
2109	11373	larval	version_1
1252	4938	larval	version_1
1747	6117	larval	version_1
1044	4056	larval	version_1
2642	14295	larval	version_1
2046	10480	larval	version_1
1798	5580	larval	version_1
1333	8761	larval	version_1
3151	19962	larval	version_1
3025	18437	larval	version_1
2024	9307	larval	version_1
2897	13934	larval	version_1
2975	20019	larval	version_1
778	3295	larval	version_1
1825	9773	larval	version_1
1649	4771	larval	version_1
1078	10770	larval	version_1
2935	18074	larval	version_1
1860	9748	larval	version_1
1568	7621	larval	version_1
1543	5121	larval	version_1
1875	6062	larval	version_1
2264	10984	larval	version_1
1498	5847	larval	version_1
1388	7277	larval	version_1
1788	5159	larval	version_1
846	3376	larval	version_1
2508	12113	larval	version_1
2633	16422	larval	version_1
1443	6392	larval	version_1
1890	11507	larval	version_1
1524	6712	larval	version_1
2787	15729	larval	version_1
1804	7189	larval	version_1
2302	11963	larval	version_1
1518	5233	larval	version_1
1586	5810	larval	version_1
3342	22441	larval	version_1
1341	4354	larval	version_1
2934	18161	larval	version_1
2419	14427	larval	version_1
2498	13328	larval	version_1
2461	12402	larval	version_1
2597	14267	larval	version_1
1528	10004	larval	version_1
1411	5394	larval	version_1
1348	4980	larval	version_1
2499	14430	larval	version_1
2747	16566	larval	version_1
3260	19811	larval	version_1
2248	12547	larval	version_1
2407	12769	larval	version_1
1703	7503	larval	version_1
1662	7359	larval	version_1
1432	6984	larval	version_1
1482	8327	larval	version_1
1512	5411	larval	version_1
2160	12008	larval	version_1
1883	10232	larval	version_1
2371	12519	larval	version_1
2071	11235	larval	version_1
2074	9627	larval	version_1
1366	4438	larval	version_1
3117	17726	larval	version_1
1737	8922	larval	version_1
2415	12695	larval	version_1
2905	15979	larval	version_1
1008	3968	larval	version_1
1965	9223	larval	version_1
1609	6184	larval	version_1
1166	4638	larval	version_1
3679	25162	larval	version_1
1412	7194	larval	version_1
2121	8903	larval	version_1
2634	15792	larval	version_1
2311	11854	larval	version_1
2857	17043	larval	version_1
2275	10716	larval	version_1
