nFeature_RNA	nCount_RNA	stage	version
430	672	adult	version_2
273	426	adult	version_2
375	714	adult	version_2
524	1064	adult	version_2
313	593	adult	version_2
416	707	adult	version_2
683	1154	adult	version_2
486	806	adult	version_2
409	739	adult	version_2
340	574	adult	version_2
508	798	adult	version_2
638	1266	adult	version_2
382	614	adult	version_2
477	793	adult	version_2
1394	2820	adult	version_2
559	828	adult	version_2
583	863	adult	version_2
378	590	adult	version_2
574	833	adult	version_2
240	423	adult	version_2
745	1244	adult	version_2
462	710	adult	version_2
233	415	adult	version_2
566	840	adult	version_2
623	1071	adult	version_2
814	1494	adult	version_2
424	655	adult	version_2
654	1024	adult	version_2
242	374	adult	version_2
193	370	adult	version_2
579	937	adult	version_2
290	466	adult	version_2
442	894	adult	version_2
575	941	adult	version_2
347	589	adult	version_2
548	939	adult	version_2
750	1219	adult	version_2
367	567	adult	version_2
660	1173	adult	version_2
418	649	adult	version_2
316	493	adult	version_2
325	445	adult	version_2
274	422	adult	version_2
430	618	adult	version_2
353	488	adult	version_2
567	985	adult	version_2
773	1351	adult	version_2
557	1097	adult	version_2
790	1349	adult	version_2
1130	1995	adult	version_2
303	487	adult	version_2
675	1081	adult	version_2
895	1422	adult	version_2
403	673	adult	version_2
525	887	adult	version_2
976	1771	adult	version_2
219	477	adult	version_2
424	727	adult	version_2
331	523	adult	version_2
514	836	adult	version_2
450	697	adult	version_2
712	1145	adult	version_2
386	567	adult	version_2
187	351	adult	version_2
376	660	adult	version_2
473	752	adult	version_2
520	853	adult	version_2
361	531	adult	version_2
562	842	adult	version_2
721	1220	adult	version_2
413	593	adult	version_2
300	456	adult	version_2
475	784	adult	version_2
184	431	adult	version_2
304	544	adult	version_2
420	644	adult	version_2
472	751	adult	version_2
919	1556	adult	version_2
312	485	adult	version_2
296	378	adult	version_2
605	1021	adult	version_2
315	466	adult	version_2
456	816	adult	version_2
381	689	adult	version_2
371	555	adult	version_2
327	534	adult	version_2
606	933	adult	version_2
270	441	adult	version_2
524	957	adult	version_2
547	988	adult	version_2
499	748	adult	version_2
194	296	adult	version_2
903	1504	adult	version_2
472	848	adult	version_2
393	628	adult	version_2
2026	4351	adult	version_2
413	689	adult	version_2
228	592	adult	version_2
481	815	adult	version_2
748	1425	adult	version_2
457	686	adult	version_2
349	468	adult	version_2
689	1044	adult	version_2
560	986	adult	version_2
310	564	adult	version_2
615	1003	adult	version_2
373	586	adult	version_2
809	1382	adult	version_2
505	776	adult	version_2
206	412	adult	version_2
635	1035	adult	version_2
324	491	adult	version_2
990	1757	adult	version_2
215	326	adult	version_2
514	859	adult	version_2
525	966	adult	version_2
265	503	adult	version_2
934	1620	adult	version_2
217	412	adult	version_2
330	547	adult	version_2
237	463	adult	version_2
864	1724	adult	version_2
260	462	adult	version_2
477	742	adult	version_2
387	647	adult	version_2
512	790	adult	version_2
371	637	adult	version_2
1127	1988	adult	version_2
598	1031	adult	version_2
495	820	adult	version_2
431	639	adult	version_2
595	1093	adult	version_2
168	291	adult	version_2
397	709	adult	version_2
477	779	adult	version_2
243	366	adult	version_2
484	828	adult	version_2
202	308	adult	version_2
533	871	adult	version_2
362	546	adult	version_2
611	1104	adult	version_2
623	1133	adult	version_2
607	1060	adult	version_2
337	584	adult	version_2
448	779	adult	version_2
587	934	adult	version_2
317	466	adult	version_2
732	1334	adult	version_2
466	722	adult	version_2
510	864	adult	version_2
384	576	adult	version_2
381	546	adult	version_2
289	467	adult	version_2
806	1370	adult	version_2
327	471	adult	version_2
381	681	adult	version_2
588	1015	adult	version_2
287	441	adult	version_2
240	432	adult	version_2
545	885	adult	version_2
347	662	adult	version_2
639	1185	adult	version_2
563	927	adult	version_2
225	505	adult	version_2
304	462	adult	version_2
412	659	adult	version_2
772	1381	adult	version_2
275	447	adult	version_2
422	632	adult	version_2
863	1680	adult	version_2
559	961	adult	version_2
399	612	adult	version_2
326	541	adult	version_2
250	355	adult	version_2
320	469	adult	version_2
362	562	adult	version_2
261	359	adult	version_2
634	1087	adult	version_2
732	1248	adult	version_2
694	1237	adult	version_2
178	289	adult	version_2
690	1113	adult	version_2
175	291	adult	version_2
333	527	adult	version_2
251	367	adult	version_2
390	560	adult	version_2
212	544	adult	version_2
707	1213	adult	version_2
1035	1919	adult	version_2
657	1257	adult	version_2
327	547	adult	version_2
1520	2850	adult	version_2
515	822	adult	version_2
412	633	adult	version_2
672	1080	adult	version_2
499	819	adult	version_2
230	442	adult	version_2
193	350	adult	version_2
328	496	adult	version_2
661	1229	adult	version_2
718	1196	adult	version_2
310	463	adult	version_2
264	423	adult	version_2
502	737	adult	version_2
1098	1809	adult	version_2
384	563	adult	version_2
505	849	adult	version_2
478	855	adult	version_2
544	879	adult	version_2
372	623	adult	version_2
473	763	adult	version_2
206	383	adult	version_2
449	758	adult	version_2
279	517	adult	version_2
199	354	adult	version_2
370	601	adult	version_2
584	900	adult	version_2
722	1170	adult	version_2
354	641	adult	version_2
256	430	adult	version_2
377	585	adult	version_2
2619	7383	adult	version_2
538	786	adult	version_2
320	530	adult	version_2
393	617	adult	version_2
499	738	adult	version_2
170	339	adult	version_2
396	608	adult	version_2
342	554	adult	version_2
396	596	adult	version_2
342	541	adult	version_2
323	557	adult	version_2
192	410	adult	version_2
238	413	adult	version_2
567	950	adult	version_2
397	603	adult	version_2
363	561	adult	version_2
446	778	adult	version_2
619	999	adult	version_2
381	573	adult	version_2
394	688	adult	version_2
689	968	adult	version_2
604	1075	adult	version_2
508	749	adult	version_2
615	1173	adult	version_2
512	950	adult	version_2
556	976	adult	version_2
452	653	adult	version_2
421	649	adult	version_2
1271	2448	adult	version_2
789	1434	adult	version_2
465	821	adult	version_2
623	999	adult	version_2
1305	2403	adult	version_2
512	1059	adult	version_2
328	550	adult	version_2
416	703	adult	version_2
669	1264	adult	version_2
498	698	adult	version_2
214	483	adult	version_2
214	432	adult	version_2
619	944	adult	version_2
504	872	adult	version_2
466	820	adult	version_2
526	824	adult	version_2
195	399	adult	version_2
534	868	adult	version_2
197	310	adult	version_2
402	651	adult	version_2
226	316	adult	version_2
580	1035	adult	version_2
261	369	adult	version_2
327	476	adult	version_2
745	1243	adult	version_2
362	506	adult	version_2
381	518	adult	version_2
383	625	adult	version_2
203	287	adult	version_2
376	602	adult	version_2
726	1348	adult	version_2
466	689	adult	version_2
213	296	adult	version_2
560	900	adult	version_2
230	455	adult	version_2
456	782	adult	version_2
961	1535	adult	version_2
275	412	adult	version_2
333	554	adult	version_2
963	1905	adult	version_2
410	640	adult	version_2
177	306	adult	version_2
389	631	adult	version_2
517	844	adult	version_2
352	487	adult	version_2
225	495	adult	version_2
673	1203	adult	version_2
428	748	adult	version_2
492	785	adult	version_2
755	1261	adult	version_2
250	443	adult	version_2
812	1340	adult	version_2
647	1092	adult	version_2
237	324	adult	version_2
596	1019	adult	version_2
570	856	adult	version_2
1015	1820	adult	version_2
680	1208	adult	version_2
765	1237	adult	version_2
269	419	adult	version_2
771	1319	adult	version_2
456	712	adult	version_2
278	469	adult	version_2
310	491	adult	version_2
324	485	adult	version_2
462	793	adult	version_2
322	533	adult	version_2
384	548	adult	version_2
399	710	adult	version_2
377	587	adult	version_2
394	626	adult	version_2
186	396	adult	version_2
225	321	adult	version_2
214	320	adult	version_2
337	648	adult	version_2
415	690	adult	version_2
199	342	adult	version_2
1138	1978	adult	version_2
293	481	adult	version_2
657	1101	adult	version_2
380	666	adult	version_2
508	801	adult	version_2
784	1267	adult	version_2
580	1002	adult	version_2
454	764	adult	version_2
189	410	adult	version_2
289	404	adult	version_2
656	998	adult	version_2
663	1375	adult	version_2
420	620	adult	version_2
470	784	adult	version_2
501	899	adult	version_2
1149	1969	adult	version_2
300	466	adult	version_2
681	1039	adult	version_2
306	508	adult	version_2
180	320	adult	version_2
277	524	adult	version_2
597	1235	adult	version_2
208	328	adult	version_2
363	684	adult	version_2
1108	2026	adult	version_2
347	585	adult	version_2
381	587	adult	version_2
886	1522	adult	version_2
1084	2256	adult	version_2
586	1097	adult	version_2
200	381	adult	version_2
950	1586	adult	version_2
375	641	adult	version_2
420	674	adult	version_2
1645	3545	adult	version_2
363	556	adult	version_2
482	873	adult	version_2
619	918	adult	version_2
807	1488	adult	version_2
588	999	adult	version_2
244	458	adult	version_2
985	1532	adult	version_2
628	1026	adult	version_2
328	503	adult	version_2
302	490	adult	version_2
689	1136	adult	version_2
543	818	adult	version_2
410	744	adult	version_2
1037	1797	adult	version_2
215	390	adult	version_2
422	658	adult	version_2
427	668	adult	version_2
313	510	adult	version_2
291	448	adult	version_2
634	1174	adult	version_2
311	545	adult	version_2
193	368	adult	version_2
904	1599	adult	version_2
496	898	adult	version_2
841	1365	adult	version_2
410	723	adult	version_2
365	587	adult	version_2
393	649	adult	version_2
705	1269	adult	version_2
583	796	adult	version_2
597	976	adult	version_2
299	452	adult	version_2
444	636	adult	version_2
699	1182	adult	version_2
184	353	adult	version_2
490	872	adult	version_2
399	568	adult	version_2
519	872	adult	version_2
455	718	adult	version_2
258	587	adult	version_2
341	551	adult	version_2
504	843	adult	version_2
415	685	adult	version_2
394	645	adult	version_2
523	921	adult	version_2
495	922	adult	version_2
297	475	adult	version_2
198	436	adult	version_2
666	1083	adult	version_2
605	976	adult	version_2
717	1156	adult	version_2
497	793	adult	version_2
503	782	adult	version_2
187	384	adult	version_2
598	894	adult	version_2
376	585	adult	version_2
545	990	adult	version_2
423	612	adult	version_2
1292	2672	adult	version_2
401	624	adult	version_2
252	488	adult	version_2
514	804	adult	version_2
153	319	adult	version_2
1032	1912	adult	version_2
176	345	adult	version_2
489	818	adult	version_2
586	1136	adult	version_2
803	1391	adult	version_2
562	903	adult	version_2
277	453	adult	version_2
519	824	adult	version_2
444	687	adult	version_2
737	1251	adult	version_2
723	1496	adult	version_2
402	677	adult	version_2
320	469	adult	version_2
449	703	adult	version_2
873	1627	adult	version_2
609	1016	adult	version_2
400	642	adult	version_2
219	338	adult	version_2
511	767	adult	version_2
296	462	adult	version_2
360	611	adult	version_2
438	723	adult	version_2
215	480	adult	version_2
260	457	adult	version_2
396	556	adult	version_2
502	885	adult	version_2
445	676	adult	version_2
517	846	adult	version_2
422	686	adult	version_2
248	341	adult	version_2
331	497	adult	version_2
336	509	adult	version_2
257	337	adult	version_2
197	337	adult	version_2
1013	2117	adult	version_2
201	485	adult	version_2
428	709	adult	version_2
621	1154	adult	version_2
998	1722	adult	version_2
277	424	adult	version_2
644	1093	adult	version_2
227	330	adult	version_2
495	844	adult	version_2
257	435	adult	version_2
212	415	adult	version_2
442	700	adult	version_2
464	763	adult	version_2
561	860	adult	version_2
396	609	adult	version_2
462	977	adult	version_2
626	1032	adult	version_2
395	581	adult	version_2
501	818	adult	version_2
358	615	adult	version_2
665	1066	adult	version_2
568	1049	adult	version_2
509	849	adult	version_2
379	585	adult	version_2
198	342	adult	version_2
207	407	adult	version_2
232	444	adult	version_2
664	1342	adult	version_2
174	359	adult	version_2
631	1137	adult	version_2
302	524	adult	version_2
573	981	adult	version_2
496	793	adult	version_2
521	824	adult	version_2
1283	2312	adult	version_2
578	896	adult	version_2
1103	1945	adult	version_2
740	1382	adult	version_2
569	1041	adult	version_2
474	775	adult	version_2
859	1776	adult	version_2
346	554	adult	version_2
555	995	adult	version_2
203	345	adult	version_2
634	1197	adult	version_2
521	925	adult	version_2
845	1568	adult	version_2
1484	3031	adult	version_2
473	901	adult	version_2
485	938	adult	version_2
419	740	adult	version_2
384	605	adult	version_2
269	434	adult	version_2
492	721	adult	version_2
508	796	adult	version_2
249	411	adult	version_2
184	398	adult	version_2
393	633	adult	version_2
418	682	adult	version_2
608	926	adult	version_2
214	385	adult	version_2
832	1721	adult	version_2
694	1375	adult	version_2
329	466	adult	version_2
739	1218	adult	version_2
610	1185	adult	version_2
516	955	adult	version_2
258	398	adult	version_2
253	427	adult	version_2
211	413	adult	version_2
250	490	adult	version_2
512	847	adult	version_2
207	330	adult	version_2
613	941	adult	version_2
364	545	adult	version_2
283	470	adult	version_2
652	1185	adult	version_2
670	1325	adult	version_2
524	838	adult	version_2
800	1484	adult	version_2
572	954	adult	version_2
191	282	adult	version_2
157	319	adult	version_2
925	1653	adult	version_2
640	1037	adult	version_2
471	755	adult	version_2
1321	2406	adult	version_2
207	381	adult	version_2
357	649	adult	version_2
358	572	adult	version_2
267	412	adult	version_2
368	573	adult	version_2
459	726	adult	version_2
465	756	adult	version_2
331	687	adult	version_2
313	632	adult	version_2
422	620	adult	version_2
265	370	adult	version_2
297	513	adult	version_2
573	942	adult	version_2
884	1490	adult	version_2
438	629	adult	version_2
243	424	adult	version_2
360	500	adult	version_2
465	707	adult	version_2
501	836	adult	version_2
368	649	adult	version_2
644	1169	adult	version_2
566	1109	adult	version_2
503	772	adult	version_2
294	445	adult	version_2
278	413	adult	version_2
1011	1685	adult	version_2
315	490	adult	version_2
446	638	adult	version_2
334	520	adult	version_2
360	609	adult	version_2
690	1220	adult	version_2
470	728	adult	version_2
402	650	adult	version_2
181	338	adult	version_2
461	737	adult	version_2
988	1698	adult	version_2
632	1028	adult	version_2
543	844	adult	version_2
392	686	adult	version_2
683	1275	adult	version_2
366	521	adult	version_2
571	1043	adult	version_2
535	899	adult	version_2
388	560	adult	version_2
554	922	adult	version_2
424	751	adult	version_2
770	1264	adult	version_2
721	1371	adult	version_2
362	639	adult	version_2
559	1055	adult	version_2
339	518	adult	version_2
647	1086	adult	version_2
399	690	adult	version_2
1331	2548	adult	version_2
358	608	adult	version_2
615	962	adult	version_2
532	782	adult	version_2
277	446	adult	version_2
587	912	adult	version_2
405	796	adult	version_2
449	712	adult	version_2
344	570	adult	version_2
301	586	adult	version_2
644	984	adult	version_2
553	888	adult	version_2
581	890	adult	version_2
393	636	adult	version_2
494	817	adult	version_2
229	339	adult	version_2
441	737	adult	version_2
354	582	adult	version_2
609	981	adult	version_2
315	501	adult	version_2
632	1089	adult	version_2
1084	1827	adult	version_2
392	665	adult	version_2
513	896	adult	version_2
895	1434	adult	version_2
534	860	adult	version_2
241	380	adult	version_2
370	628	adult	version_2
286	441	adult	version_2
383	606	adult	version_2
431	671	adult	version_2
608	1028	adult	version_2
528	838	adult	version_2
300	449	adult	version_2
567	976	adult	version_2
699	1318	adult	version_2
210	441	adult	version_2
584	1117	adult	version_2
731	1168	adult	version_2
434	611	adult	version_2
201	417	adult	version_2
842	1485	adult	version_2
854	1585	adult	version_2
271	393	adult	version_2
256	461	adult	version_2
552	924	adult	version_2
558	977	adult	version_2
328	573	adult	version_2
378	560	adult	version_2
475	794	adult	version_2
213	366	adult	version_2
271	440	adult	version_2
670	1066	adult	version_2
457	662	adult	version_2
441	839	adult	version_2
606	962	adult	version_2
694	1261	adult	version_2
266	386	adult	version_2
422	641	adult	version_2
320	484	adult	version_2
514	747	adult	version_2
247	431	adult	version_2
774	1387	adult	version_2
442	671	adult	version_2
479	761	adult	version_2
501	832	adult	version_2
321	530	adult	version_2
226	408	adult	version_2
434	698	adult	version_2
623	952	adult	version_2
433	649	adult	version_2
362	592	adult	version_2
247	391	adult	version_2
444	689	adult	version_2
403	636	adult	version_2
313	489	adult	version_2
381	575	adult	version_2
1002	1976	adult	version_2
332	492	adult	version_2
521	882	adult	version_2
681	1085	adult	version_2
832	1427	adult	version_2
424	725	adult	version_2
1169	2080	adult	version_2
300	623	adult	version_2
388	683	adult	version_2
587	973	adult	version_2
571	942	adult	version_2
878	2152	adult	version_2
559	893	adult	version_2
610	1089	adult	version_2
297	522	adult	version_2
385	765	adult	version_2
591	997	adult	version_2
197	293	adult	version_2
488	860	adult	version_2
1021	1924	adult	version_2
658	1124	adult	version_2
750	1352	adult	version_2
272	461	adult	version_2
212	426	adult	version_2
201	334	adult	version_2
459	689	adult	version_2
393	715	adult	version_2
228	449	adult	version_2
516	963	adult	version_2
379	603	adult	version_2
413	663	adult	version_2
670	1399	adult	version_2
285	438	adult	version_2
308	505	adult	version_2
558	878	adult	version_2
206	421	adult	version_2
346	551	adult	version_2
643	1110	adult	version_2
572	945	adult	version_2
284	457	adult	version_2
485	841	adult	version_2
336	511	adult	version_2
495	901	adult	version_2
389	649	adult	version_2
293	463	adult	version_2
458	727	adult	version_2
335	600	adult	version_2
186	383	adult	version_2
347	565	adult	version_2
379	673	adult	version_2
631	965	adult	version_2
937	1698	adult	version_2
479	821	adult	version_2
1816	4080	adult	version_2
525	908	adult	version_2
274	423	adult	version_2
536	770	adult	version_2
711	1284	adult	version_2
669	1128	adult	version_2
451	718	adult	version_2
469	846	adult	version_2
516	833	adult	version_2
456	760	adult	version_2
1665	3788	adult	version_2
242	393	adult	version_2
323	512	adult	version_2
583	952	adult	version_2
440	633	adult	version_2
413	668	adult	version_2
514	826	adult	version_2
231	450	adult	version_2
617	971	adult	version_2
599	1064	adult	version_2
569	981	adult	version_2
970	1757	adult	version_2
175	484	adult	version_2
338	603	adult	version_2
489	836	adult	version_2
516	842	adult	version_2
208	352	adult	version_2
400	582	adult	version_2
670	1083	adult	version_2
533	953	adult	version_2
674	974	adult	version_2
334	595	adult	version_2
351	555	adult	version_2
382	632	adult	version_2
283	518	adult	version_2
467	816	adult	version_2
669	1069	adult	version_2
634	1086	adult	version_2
584	961	adult	version_2
537	909	adult	version_2
472	700	adult	version_2
309	555	adult	version_2
199	385	adult	version_2
524	799	adult	version_2
1663	3192	adult	version_2
433	746	adult	version_2
1083	1968	adult	version_2
530	775	adult	version_2
214	423	adult	version_2
295	545	adult	version_2
729	1181	adult	version_2
1121	2100	adult	version_2
283	523	adult	version_2
385	692	adult	version_2
798	1377	adult	version_2
460	751	adult	version_2
408	633	adult	version_2
855	1369	adult	version_2
429	701	adult	version_2
233	508	adult	version_2
483	765	adult	version_2
302	525	adult	version_2
346	518	adult	version_2
335	519	adult	version_2
429	682	adult	version_2
199	391	adult	version_2
360	509	adult	version_2
600	1006	adult	version_2
380	550	adult	version_2
371	620	adult	version_2
667	1132	adult	version_2
288	504	adult	version_2
201	349	adult	version_2
340	509	adult	version_2
367	587	adult	version_2
204	426	adult	version_2
214	410	adult	version_2
1488	3127	adult	version_2
519	817	adult	version_2
186	361	adult	version_2
405	688	adult	version_2
338	576	adult	version_2
721	1181	adult	version_2
208	296	adult	version_2
611	1048	adult	version_2
697	1059	adult	version_2
474	684	adult	version_2
357	630	adult	version_2
1036	1713	adult	version_2
198	378	adult	version_2
445	691	adult	version_2
774	1491	adult	version_2
629	1079	adult	version_2
777	1443	adult	version_2
223	353	adult	version_2
537	1047	adult	version_2
716	1185	adult	version_2
427	755	adult	version_2
465	659	adult	version_2
449	682	adult	version_2
452	744	adult	version_2
732	1324	adult	version_2
416	742	adult	version_2
655	1041	adult	version_2
418	664	adult	version_2
694	1077	adult	version_2
371	641	adult	version_2
263	452	adult	version_2
410	655	adult	version_2
199	288	adult	version_2
332	649	adult	version_2
568	874	adult	version_2
407	722	adult	version_2
179	332	adult	version_2
1341	2852	adult	version_2
723	1360	adult	version_2
221	468	adult	version_2
435	760	adult	version_2
560	1072	adult	version_2
200	301	adult	version_2
319	461	adult	version_2
496	861	adult	version_2
432	694	adult	version_2
262	426	adult	version_2
282	442	adult	version_2
390	637	adult	version_2
535	802	adult	version_2
1153	2054	adult	version_2
388	652	adult	version_2
454	706	adult	version_2
464	723	adult	version_2
434	625	adult	version_2
475	722	adult	version_2
594	1088	adult	version_2
316	550	adult	version_2
602	984	adult	version_2
581	1040	adult	version_2
306	488	adult	version_2
422	665	adult	version_2
482	771	adult	version_2
350	602	adult	version_2
607	954	adult	version_2
223	459	adult	version_2
517	814	adult	version_2
468	830	adult	version_2
751	1298	adult	version_2
175	309	adult	version_2
507	774	adult	version_2
426	726	adult	version_2
379	677	adult	version_2
567	979	adult	version_2
418	708	adult	version_2
400	708	adult	version_2
375	585	adult	version_2
382	637	adult	version_2
484	895	adult	version_2
202	349	adult	version_2
538	1020	adult	version_2
173	323	adult	version_2
2164	4863	adult	version_2
474	824	adult	version_2
303	632	adult	version_2
408	614	adult	version_2
546	914	adult	version_2
199	326	adult	version_2
620	1068	adult	version_2
478	717	adult	version_2
332	473	adult	version_2
462	685	adult	version_2
180	354	adult	version_2
685	1205	adult	version_2
862	1480	adult	version_2
564	1031	adult	version_2
701	1149	adult	version_2
610	986	adult	version_2
553	848	adult	version_2
551	954	adult	version_2
489	692	adult	version_2
212	467	adult	version_2
467	640	adult	version_2
196	311	adult	version_2
404	583	adult	version_2
649	1070	adult	version_2
580	1077	adult	version_2
210	445	adult	version_2
728	1127	adult	version_2
361	530	adult	version_2
670	1260	adult	version_2
677	1050	adult	version_2
338	680	adult	version_2
1761	3716	adult	version_2
196	415	adult	version_2
881	1637	adult	version_2
723	1355	adult	version_2
196	314	adult	version_2
483	756	adult	version_2
474	857	adult	version_2
217	418	adult	version_2
177	331	adult	version_2
1240	2368	adult	version_2
432	732	adult	version_2
598	966	adult	version_2
173	369	adult	version_2
237	361	adult	version_2
465	862	adult	version_2
768	1400	adult	version_2
420	735	adult	version_2
705	1188	adult	version_2
401	700	adult	version_2
1022	1887	adult	version_2
465	868	adult	version_2
537	865	adult	version_2
716	1291	adult	version_2
619	1379	adult	version_2
381	614	adult	version_2
392	617	adult	version_2
404	654	adult	version_2
220	345	adult	version_2
299	539	adult	version_2
469	725	adult	version_2
1057	2054	adult	version_2
291	407	adult	version_2
407	718	adult	version_2
626	1088	adult	version_2
248	473	adult	version_2
203	358	adult	version_2
265	418	adult	version_2
218	447	adult	version_2
259	456	adult	version_2
359	582	adult	version_2
291	560	adult	version_2
885	1426	adult	version_2
2084	4971	adult	version_2
226	344	adult	version_2
1179	2159	adult	version_2
292	514	adult	version_2
288	431	adult	version_2
381	596	adult	version_2
594	1055	adult	version_2
218	386	adult	version_2
280	392	adult	version_2
398	577	adult	version_2
391	531	adult	version_2
343	489	adult	version_2
429	741	adult	version_2
260	455	adult	version_2
603	962	adult	version_2
470	815	adult	version_2
531	816	adult	version_2
220	449	adult	version_2
427	705	adult	version_2
339	461	adult	version_2
272	356	adult	version_2
744	1331	adult	version_2
160	375	adult	version_2
319	444	adult	version_2
384	682	adult	version_2
805	1571	adult	version_2
536	900	adult	version_2
331	533	adult	version_2
444	812	adult	version_2
344	557	adult	version_2
1405	2679	adult	version_2
405	712	adult	version_2
432	726	adult	version_2
920	1552	adult	version_2
313	505	adult	version_2
201	366	adult	version_2
547	935	adult	version_2
249	423	adult	version_2
1008	1771	adult	version_2
353	549	adult	version_2
943	1617	adult	version_2
231	451	adult	version_2
710	1221	adult	version_2
386	640	adult	version_2
244	459	adult	version_2
311	496	adult	version_2
1056	1937	adult	version_2
681	1265	adult	version_2
436	650	adult	version_2
455	807	adult	version_2
622	1019	adult	version_2
395	619	adult	version_2
783	1389	adult	version_2
450	781	adult	version_2
753	1249	adult	version_2
752	1295	adult	version_2
427	609	adult	version_2
439	667	adult	version_2
513	800	adult	version_2
383	609	adult	version_2
186	391	adult	version_2
265	465	adult	version_2
407	647	adult	version_2
650	1064	adult	version_2
550	1009	adult	version_2
1730	3602	adult	version_2
485	897	adult	version_2
1410	2540	adult	version_2
290	397	adult	version_2
368	592	adult	version_2
861	1521	adult	version_2
664	1365	adult	version_2
480	740	adult	version_2
294	440	adult	version_2
401	736	adult	version_2
295	511	adult	version_2
595	866	adult	version_2
1139	2357	adult	version_2
895	1675	adult	version_2
219	521	adult	version_2
357	564	adult	version_2
369	520	adult	version_2
1021	1810	adult	version_2
393	678	adult	version_2
450	733	adult	version_2
411	768	adult	version_2
435	703	adult	version_2
795	1335	adult	version_2
569	952	adult	version_2
499	880	adult	version_2
499	767	adult	version_2
285	516	adult	version_2
583	995	adult	version_2
423	739	adult	version_2
210	343	adult	version_2
623	1083	adult	version_2
209	374	adult	version_2
1603	3261	adult	version_2
362	549	adult	version_2
227	393	adult	version_2
170	291	adult	version_2
635	1016	adult	version_2
205	384	adult	version_2
1171	2137	adult	version_2
459	862	adult	version_2
612	987	adult	version_2
980	1789	adult	version_2
294	494	adult	version_2
728	1271	adult	version_2
480	815	adult	version_2
233	446	adult	version_2
585	981	adult	version_2
1087	2149	adult	version_2
447	726	adult	version_2
387	609	adult	version_2
512	855	adult	version_2
520	980	adult	version_2
444	829	adult	version_2
1201	2253	adult	version_2
337	552	adult	version_2
462	728	adult	version_2
344	520	adult	version_2
276	490	adult	version_2
242	466	adult	version_2
611	1058	adult	version_2
353	726	adult	version_2
455	767	adult	version_2
700	1217	adult	version_2
362	588	adult	version_2
291	513	adult	version_2
337	517	adult	version_2
286	442	adult	version_2
1005	1677	adult	version_2
362	616	adult	version_2
917	1512	adult	version_2
466	845	adult	version_2
494	899	adult	version_2
232	420	adult	version_2
1144	2219	adult	version_2
280	464	adult	version_2
470	737	adult	version_2
545	862	adult	version_2
510	928	adult	version_2
595	960	adult	version_2
748	1248	adult	version_2
148	341	adult	version_2
384	582	adult	version_2
1376	2653	adult	version_2
402	662	adult	version_2
394	686	adult	version_2
364	565	adult	version_2
334	605	adult	version_2
607	1050	adult	version_2
595	936	adult	version_2
702	1095	adult	version_2
382	605	adult	version_2
485	776	adult	version_2
254	493	adult	version_2
338	586	adult	version_2
303	476	adult	version_2
653	1092	adult	version_2
656	1083	adult	version_2
317	470	adult	version_2
675	1271	adult	version_2
787	1306	adult	version_2
254	395	adult	version_2
1171	2260	adult	version_2
1190	2316	adult	version_2
375	591	adult	version_2
520	951	adult	version_2
526	955	adult	version_2
547	964	adult	version_2
265	441	adult	version_2
715	1137	adult	version_2
344	521	adult	version_2
697	1239	adult	version_2
570	925	adult	version_2
489	744	adult	version_2
412	691	adult	version_2
528	907	adult	version_2
364	609	adult	version_2
593	1045	adult	version_2
380	676	adult	version_2
587	1040	adult	version_2
1068	1899	adult	version_2
878	1733	adult	version_2
429	688	adult	version_2
264	513	adult	version_2
194	422	adult	version_2
1141	2121	adult	version_2
576	864	adult	version_2
268	593	adult	version_2
648	919	adult	version_2
646	1078	adult	version_2
685	1009	adult	version_2
865	1626	adult	version_2
961	1668	adult	version_2
370	711	adult	version_2
708	1146	adult	version_2
244	408	adult	version_2
410	722	adult	version_2
1550	3266	adult	version_2
259	344	adult	version_2
744	1218	adult	version_2
576	1029	adult	version_2
381	650	adult	version_2
705	1159	adult	version_2
690	1139	adult	version_2
361	623	adult	version_2
818	1364	adult	version_2
713	1485	adult	version_2
400	685	adult	version_2
481	904	adult	version_2
748	1155	adult	version_2
349	551	adult	version_2
455	662	adult	version_2
469	791	adult	version_2
800	1363	adult	version_2
238	426	adult	version_2
533	851	adult	version_2
351	538	adult	version_2
803	1354	adult	version_2
291	495	adult	version_2
891	1616	adult	version_2
397	741	adult	version_2
914	1796	adult	version_2
455	839	adult	version_2
537	1014	adult	version_2
1307	2449	adult	version_2
677	1304	adult	version_2
709	1116	adult	version_2
663	1232	adult	version_2
504	916	adult	version_2
280	439	adult	version_2
189	400	adult	version_2
451	803	adult	version_2
807	1384	adult	version_2
556	906	adult	version_2
499	784	adult	version_2
248	442	adult	version_2
627	1263	adult	version_2
413	659	adult	version_2
416	751	adult	version_2
1106	1878	adult	version_2
840	1474	adult	version_2
609	955	adult	version_2
661	1076	adult	version_2
649	1240	adult	version_2
386	573	adult	version_2
334	515	adult	version_2
1055	2032	adult	version_2
272	483	adult	version_2
363	502	adult	version_2
310	477	adult	version_2
551	808	adult	version_2
736	1230	adult	version_2
734	1276	adult	version_2
361	643	adult	version_2
612	996	adult	version_2
338	709	adult	version_2
385	667	adult	version_2
329	570	adult	version_2
1253	2365	adult	version_2
655	1121	adult	version_2
677	1053	adult	version_2
461	719	adult	version_2
386	666	adult	version_2
287	543	adult	version_2
789	1314	adult	version_2
429	687	adult	version_2
402	585	adult	version_2
670	1268	adult	version_2
734	1322	adult	version_2
518	786	adult	version_2
